Ano Fase;Fase Estat;Região Inst Benef Macro;UF Inst Benef Macro;Instituição Beneficiária Macro;Modalidade;Grande Área;Área;Qtd Propostas;Total Geral (R$)
2010;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Artes;1;15.000
2010;Atendimento;Centro-Oeste;DF;Universidade de Brasilia;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;1;12.000
2010;Atendimento;Centro-Oeste;GO;Empresa de Assistencia Tecnica e Extensao Rural do Estado de Goias;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;20.000
2010;Atendimento;Centro-Oeste;GO;Universidade Federal de Goias;Apoio a Publicações Científicas;Ciências Humanas;Geografia;1;6.000
2010;Atendimento;Centro-Oeste;MS;Universidade Católica Dom Bosco;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;10.000
2010;Atendimento;Nordeste;BA;Universidade Estadual de Feira de Santana;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;40.000
2010;Atendimento;Nordeste;BA;Universidade Federal da Bahia;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;40.000
2010;Atendimento;Nordeste;BA;Universidade Federal da Bahia;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;2;30.000
2010;Atendimento;Nordeste;CE;Universidade Federal do Ceará;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;10.000
2010;Atendimento;Nordeste;PB;Universidade Federal da Paraíba;Apoio a Publicações Científicas;Ciências Agrárias;Engenharia Agrícola;1;25.000
2010;Atendimento;Nordeste;PB;Universidade Federal da Paraíba;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;30.000
2010;Atendimento;Nordeste;PE;Instituto de Medicina Integral Professor Fernando Figueira;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;20.000
2010;Atendimento;Nordeste;PE;Universidade Federal de Pernambuco;Apoio a Publicações Científicas;Ciências da Saúde;Farmácia;1;20.000
2010;Atendimento;Nordeste;PE;Universidade Federal de Pernambuco;Apoio a Publicações Científicas;Ciências Humanas;Arqueologia;1;6.000
2010;Atendimento;Nordeste;RN;Universidade Federal do Rio Grande do Norte;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;10.000
2010;Atendimento;Nordeste;RN;Universidade Federal do Rio Grande do Norte;Apoio a Publicações Científicas;Engenharias;Engenharia Química;1;15.000
2010;Atendimento;Nordeste;SE;Universidade Federal de Sergipe;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;15.000
2010;Atendimento;Nordeste;SE;Universidade Federal de Sergipe;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;1;10.000
2010;Atendimento;Norte;AM;Instituto Nacional de Pesquisas da Amazônia;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;50.000
2010;Atendimento;Norte;PA;Museu Paraense Emilio Goeldi;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciências Sociais;1;15.000
2010;Atendimento;Sudeste;MG;Faculdade Pedro Leopoldo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciência da Informação;1;10.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Juiz de Fora;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;15.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Lavras;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;3;85.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Lavras;Apoio a Publicações Científicas;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1;10.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Lavras;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;10.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;45.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;20.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;15.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências Humanas;História;1;15.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;20.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;1;25.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Minas Gerais;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;18.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Ouro Preto;Apoio a Publicações Científicas;Engenharias;Engenharia de Minas;1;20.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Uberlandia;Apoio a Publicações Científicas;Ciências Humanas;História;2;16.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Uberlandia;Apoio a Publicações Científicas;Engenharias;Engenharia Biomédica;1;15.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Viçosa;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;2;70.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Viçosa;Apoio a Publicações Científicas;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1;20.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Viçosa;Apoio a Publicações Científicas;Ciências Agrárias;Zootecnia;1;10.000
2010;Atendimento;Sudeste;MG;Universidade Federal de Viçosa;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;12.000
2010;Atendimento;Sudeste;MG;Universidade Federal do Triangulo Mineiro;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;40.000
2010;Atendimento;Sudeste;RJ;Associacao Brasileira de Ciencia Politica;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;10.000
2010;Atendimento;Sudeste;RJ;Associacao Brasileira de Historia Oral;Apoio a Publicações Científicas;Ciências Humanas;História;1;4.000
2010;Atendimento;Sudeste;RJ;Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;25.000
2010;Atendimento;Sudeste;RJ;Centro Brasileiro de Pesquisas Fisicas;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Física;1;70.000
2010;Atendimento;Sudeste;RJ;Comissao Nacional de Energia Nuclear;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;2;85.000
2010;Atendimento;Sudeste;RJ;Fundacao Cesgranrio;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;20.000
2010;Atendimento;Sudeste;RJ;Fundacao Getulio Vargas;Apoio a Publicações Científicas;Ciências Humanas;História;1;12.000
2010;Atendimento;Sudeste;RJ;Fundacao Getulio Vargas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;20.000
2010;Atendimento;Sudeste;RJ;Fundacao Getulio Vargas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;10.000
2010;Atendimento;Sudeste;RJ;Fundacao Oswaldo Cruz;Apoio a Publicações Científicas;Ciências Biológicas;Biologia Geral;1;130.000
2010;Atendimento;Sudeste;RJ;Fundacao Oswaldo Cruz;Apoio a Publicações Científicas;Ciências da Saúde;Saúde Coletiva;3;90.000
2010;Atendimento;Sudeste;RJ;Fundacao Oswaldo Cruz;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;10.000
2010;Atendimento;Sudeste;RJ;Fundacao Oswaldo Cruz;Apoio a Publicações Científicas;Ciências Humanas;História;1;30.000
2010;Atendimento;Sudeste;RJ;Fundacao Oswaldo Cruz;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Demografia;1;30.000
2010;Atendimento;Sudeste;RJ;Instituto de Pesquisa Jardim Botânico do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;15.059
2010;Atendimento;Sudeste;RJ;Pontificia Universidade Catolica do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;12.000
2010;Atendimento;Sudeste;RJ;Pontificia Universidade Catolica do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;10.000
2010;Atendimento;Sudeste;RJ;Pontificia Universidade Catolica do Rio de Janeiro;Apoio a Publicações Científicas;Engenharias;Engenharia Mecânica;1;38.000
2010;Atendimento;Sudeste;RJ;Sociedade Brasileira de Cardiologia;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;60.000
2010;Atendimento;Sudeste;RJ;Sociedade Brasileira de Matematica;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Matemática;1;30.000
2010;Atendimento;Sudeste;RJ;Sociedade Brasileira de Matematica;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Probabilidade e Estatística;1;8.000
2010;Atendimento;Sudeste;RJ;Sociedade Brasileira de Urologia;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;25.000
2010;Atendimento;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências da Saúde;Saúde Coletiva;1;20.000
2010;Atendimento;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Ciência da Computação;1;30.000
2010;Atendimento;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;15.000
2010;Atendimento;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;História;1;15.000
2010;Atendimento;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;15.000
2010;Atendimento;Sudeste;RJ;Universidade do Estado do Rio de Janeiro;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;15.000
2010;Atendimento;Sudeste;RJ;Universidade Estadual do Norte Fluminense Darcy Ribeiro;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;25.000
2010;Atendimento;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Biológicas;Ecologia;1;20.000
2010;Atendimento;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;40.000
2010;Atendimento;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;2;30.000
2010;Atendimento;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;30.000
2010;Atendimento;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Arqueologia;1;10.000
2010;Atendimento;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;História;1;20.000
2010;Atendimento;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;2;15.000
2010;Atendimento;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;1;8.000
2010;Atendimento;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;20.000
2010;Atendimento;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;1;15.000
2010;Atendimento;Sudeste;RJ;Universidade Federal do Rio de Janeiro;Apoio a Publicações Científicas;Outra;Ciências;1;80.000
2010;Atendimento;Sudeste;RJ;Universidade Federal Fluminense;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;20.000
2010;Atendimento;Sudeste;RJ;Universidade Federal Fluminense;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;10.000
2010;Atendimento;Sudeste;SP;Associacao Nacional de Pos-Graduacao e Pesquisa em Ciencias Sociais;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;25.000
2010;Atendimento;Sudeste;SP;Braile Biomedica Industria Comercio e Representacoes;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;35.000
2010;Atendimento;Sudeste;SP;Centro de Estudos de Cultura Contemporanea;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;20.000
2010;Atendimento;Sudeste;SP;Fundacao de Apoio a Universidade Federal de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;1;250.000
2010;Atendimento;Sudeste;SP;Fundacao Getulio Vargas - SP;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Direito;1;10.000
2010;Atendimento;Sudeste;SP;Instituto Adolfo Lutz;Apoio a Publicações Científicas;Ciências da Saúde;Saúde Coletiva;1;20.000
2010;Atendimento;Sudeste;SP;Instituto Agronomico de Campinas;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;30.000
2010;Atendimento;Sudeste;SP;Instituto Dante Pazzanese de Cardiologia;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;30.000
2010;Atendimento;Sudeste;SP;Instituto de Economia Agricola;Apoio a Publicações Científicas;Engenharias;Engenharia de Produção;1;25.000
2010;Atendimento;Sudeste;SP;Instituto de Estudos Avancados;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;25.000
2010;Atendimento;Sudeste;SP;Instituto Nacional de Pesquisas Espaciais;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;40.000
2010;Atendimento;Sudeste;SP;Instituto Nacional de Pesquisas Espaciais;Apoio a Publicações Científicas;Engenharias;Engenharia de Produção;1;30.000
2010;Atendimento;Sudeste;SP;Pontificia Universidade Catolica de Campinas;Apoio a Publicações Científicas;Ciências da Saúde;Nutrição;1;20.000
2010;Atendimento;Sudeste;SP;Pontificia Universidade Catolica de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;15.000
2010;Atendimento;Sudeste;SP;Pontificia Universidade Catolica de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;20.000
2010;Atendimento;Sudeste;SP;Pontificia Universidade Catolica de Campinas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciência da Informação;1;10.000
2010;Atendimento;Sudeste;SP;Pontificia Universidade Catolica de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;História;1;12.000
2010;Atendimento;Sudeste;SP;Pontificia Universidade Catolica de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;10.000
2010;Atendimento;Sudeste;SP;Pontificia Universidade Catolica de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;12.000
2010;Atendimento;Sudeste;SP;Pontificia Universidade Catolica de Sao Paulo;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;20.000
2010;Atendimento;Sudeste;SP;Sociedade Botanica de Sao Paulo;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;35.000
2010;Atendimento;Sudeste;SP;Sociedade Brasileira de Matematica Aplicada e Computacional;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Matemática;1;12.000
2010;Atendimento;Sudeste;SP;Universidade Braz Cubas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Direito;1;15.000
2010;Atendimento;Sudeste;SP;Universidade de Ribeirao Preto;Apoio a Publicações Científicas;Ciências da Saúde;Odontologia;1;30.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;2;60.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1;30.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Biológicas;Biologia Geral;2;270.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Biológicas;Genética;3;130.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;15.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;2;75.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;8;240.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Odontologia;1;30.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Saúde Coletiva;2;70.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;10.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Oceanografia;1;20.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Probabilidade e Estatística;1;10.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Química;1;100.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;15.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Educação;3;43.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;10.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;4;46.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;1;15.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Administração;1;10.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;2;50.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;10.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Engenharias;Engenharia de Produção;1;30.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Engenharias;Engenharia Mecânica;1;20.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Engenharias;Engenharia Química;1;45.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Artes;1;15.000
2010;Atendimento;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;20.000
2010;Atendimento;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;20.000
2010;Atendimento;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Química;1;140.000
2010;Atendimento;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;15.000
2010;Atendimento;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;20.000
2010;Atendimento;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Educação;4;72.000
2010;Atendimento;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;17.000
2010;Atendimento;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciências Sociais;1;35.000
2010;Atendimento;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;20.000
2010;Atendimento;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;15.000
2010;Atendimento;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;15.000
2010;Atendimento;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Agrárias;Engenharia Agrícola;1;10.000
2010;Atendimento;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;10.000
2010;Atendimento;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;15.000
2010;Atendimento;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Biológicas;Ecologia;1;20.000
2010;Atendimento;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;10.000
2010;Atendimento;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências da Saúde;Odontologia;1;15.000
2010;Atendimento;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Humanas;Educação;4;62.000
2010;Atendimento;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;9.500
2010;Atendimento;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;30.000
2010;Atendimento;Sudeste;SP;Universidade Federal de São Carlos;Apoio a Publicações Científicas;Ciências da Saúde;Fisioterapia e Terapia Ocupacional;1;30.000
2010;Atendimento;Sudeste;SP;Universidade Federal de São Carlos;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;1;35.000
2010;Atendimento;Sudeste;SP;Universidade Federal de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;15.000
2010;Atendimento;Sudeste;SP;Universidade Metodista de Piracicaba;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;5.000
2010;Atendimento;Sudeste;SP;Universidade Metodista de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;1;10.000
2010;Atendimento;Sudeste;SP;Universidade Presbiteriana Mackenzie;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;25.000
2010;Atendimento;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;15.000
2010;Atendimento;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Ciências Agrárias;Zootecnia;1;15.000
2010;Atendimento;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Ciências Humanas;História;1;10.000
2010;Atendimento;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;15.000
2010;Atendimento;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Engenharias;Engenharia Química;1;10.000
2010;Atendimento;Sul;PR;Universidade Estadual de Ponta Grossa;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;12.000
2010;Atendimento;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Biológicas;Biologia Geral;1;80.000
2010;Atendimento;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;40.000
2010;Atendimento;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências da Saúde;Farmácia;1;30.000
2010;Atendimento;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;10.000
2010;Atendimento;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;15.000
2010;Atendimento;Sul;RS;Escola Superior de Teologia;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;10.000
2010;Atendimento;Sul;RS;Hospital de Clinicas de Porto Alegre;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;40.000
2010;Atendimento;Sul;RS;Pontifícia Universidade Católica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;7.000
2010;Atendimento;Sul;RS;Sociedade Brasileira de Paleontologia;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;12.000
2010;Atendimento;Sul;RS;Universidade de Caxias do Sul;Apoio a Publicações Científicas;Ciências Biológicas;Microbiologia;1;35.000
2010;Atendimento;Sul;RS;Universidade Federal de Santa Maria;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;45.000
2010;Atendimento;Sul;RS;Universidade Federal de Santa Maria;Apoio a Publicações Científicas;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1;15.000
2010;Atendimento;Sul;RS;Universidade Federal do Rio Grande;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;1;25.000
2010;Atendimento;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;2;52.000
2010;Atendimento;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;30.000
2010;Atendimento;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Física;1;55.000
2010;Atendimento;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;12.000
2010;Atendimento;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;12.000
2010;Atendimento;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;História;1;3.000
2010;Atendimento;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;25.000
2010;Atendimento;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Engenharias;Engenharia Civil;1;15.000
2010;Atendimento;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Engenharias;Engenharia Elétrica;1;20.000
2010;Atendimento;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Engenharias;Microeletrônica;1;12.000
2010;Atendimento;Sul;SC;Universidade do Sul de Santa Catarina;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;10.000
2010;Atendimento;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;12.000
2010;Atendimento;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;Educação;2;16.000
2010;Atendimento;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;História;1;15.000
2010;Atendimento;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;15.000
2010;Atendimento;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Serviço Social;1;12.000
2010;Atendimento;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Engenharias;Engenharia Elétrica;1;10.000
